0, 0.000084, -0.000149
1, 0.000088, -0.000139
2, 0.000090, -0.000145
3, 0.000082, -0.000138
4, 0.000087, -0.000142
5, 0.000087, -0.000141
6, 0.000090, -0.000136
7, 0.000093, -0.000141
8, 0.000092, -0.000139
9, 0.000089, -0.000137
10, 0.000092, -0.000127
11, 0.000090, -0.000138
12, 0.000085, -0.000131
13, 0.000088, -0.000132
14, 0.000096, -0.000129
15, 0.000093, -0.000126
16, 0.000089, -0.000123
17, 0.000093, -0.000121
18, 0.000093, -0.000129
19, 0.000086, -0.000127
20, 0.000084, -0.000115
21, 0.000093, -0.000112
22, 0.000093, -0.000118
23, 0.000091, -0.000114
24, 0.000095, -0.000113
25, 0.000090, -0.000114
26, 0.000091, -0.000108
27, 0.000101, -0.000108
28, 0.000087, -0.000108
29, 0.000092, -0.000110
30, 0.000086, -0.000115
31, 0.000088, -0.000098
32, 0.000082, -0.000103
33, 0.000099, -0.000104
34, 0.000090, -0.000102
35, 0.000092, -0.000105
36, 0.000092, -0.000103
37, 0.000097, -0.000111
38, 0.000091, -0.000100
39, 0.000089, -0.000099
40, 0.000092, -0.000094
41, 0.000090, -0.000095
42, 0.000087, -0.000103
43, 0.000098, -0.000099
44, 0.000088, -0.000095
45, 0.000091, -0.000089
46, 0.000094, -0.000090
47, 0.000085, -0.000093
48, 0.000096, -0.000090
49, 0.000093, -0.000091
50, 0.000095, -0.000089
51, 0.000087, -0.000082
52, 0.000088, -0.000086
53, 0.000091, -0.000080
54, 0.000092, -0.000084
55, 0.000087, -0.000088
56, 0.000088, -0.000080
57, 0.000094, -0.000081
58, 0.000092, -0.000074
59, 0.000098, -0.000078
60, 0.000095, -0.000084
61, 0.000095, -0.000075
62, 0.000091, -0.000078
63, 0.000095, -0.000070
64, 0.000098, -0.000075
65, 0.000090, -0.000070
66, 0.000096, -0.000080
67, 0.000093, -0.000072
68, 0.000096, -0.000071
69, 0.000094, -0.000070
70, 0.000097, -0.000067
71, 0.000087, -0.000066
72, 0.000086, -0.000071
73, 0.000087, -0.000075
74, 0.000094, -0.000071
75, 0.000094, -0.000065
76, 0.000095, -0.000064
77, 0.000097, -0.000060
78, 0.000090, -0.000055
79, 0.000094, -0.000066
80, 0.000097, -0.000058
81, 0.000097, -0.000062
82, 0.000094, -0.000064
83, 0.000095, -0.000060
84, 0.000093, -0.000058
85, 0.000094, -0.000057
86, 0.000098, -0.000058
87, 0.000090, -0.000055
88, 0.000096, -0.000058
89, 0.000090, -0.000054
90, 0.000095, -0.000046
91, 0.000090, -0.000053
92, 0.000097, -0.000047
93, 0.000093, -0.000048
94, 0.000089, -0.000050
95, 0.000099, -0.000058
96, 0.000096, -0.000052
97, 0.000094, -0.000050
98, 0.000090, -0.000053
99, 0.000094, -0.000050
100, 0.000103, -0.000046
101, 0.000097, -0.000045
102, 0.000089, -0.000048
103, 0.000098, -0.000042
104, 0.000094, -0.000036
105, 0.000090, -0.000042
106, 0.000096, -0.000045
107, 0.000092, -0.000040
108, 0.000094, -0.000043
109, 0.000091, -0.000050
110, 0.000089, -0.000041
111, 0.000089, -0.000039
112, 0.000092, -0.000038
113, 0.000095, -0.000038
114, 0.000091, -0.000047
115, 0.000092, -0.000032
116, 0.000092, -0.000037
117, 0.000096, -0.000034
118, 0.000096, -0.000032
119, 0.000092, -0.000030
120, 0.000094, -0.000035
121, 0.000094, -0.000033
122, 0.000097, -0.000033
123, 0.000091, -0.000030
124, 0.000098, -0.000032
125, 0.000094, -0.000028
126, 0.000095, -0.000026
127, 0.000095, -0.000026
128, 0.000096, -0.000029
129, 0.000092, -0.000031
