position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
153,1.000000,4.000000,1.000000,13.000000,5.000000,1.000000
154,1.000000,1.000000,3.000000,1.000000,1.000000,1.000000
155,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
156,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
157,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
158,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
159,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
160,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
161,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
162,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
163,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
164,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
165,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
166,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
167,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
168,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
169,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
170,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
171,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
172,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
173,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
174,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
175,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
176,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
177,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
178,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
179,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000


position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
7,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
8,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
9,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
10,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
11,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
12,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
13,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
14,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
15,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
17,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
18,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
19,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
20,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
21,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
22,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
23,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
24,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
25,1.000000,1.000000,1.000000,4.000000,1.000000,1.000000
26,1.000000,7.000000,11.000000,2.000000,6.000000,1.000000
27,1.000000,3.000000,8.000000,12.000000,5.000000,4.000000
