0.596914,0.023809
0.139097,0.883684
0.111667,0.258215
0.002025,0.64047
0.708174,0.217214
0.565829,0.160802
0.758982,0.461256
0.300387,0.688014
0.371668,0.302643
0.55193,0.06754
0.502859,0.468581
0.503942,0.157047
0.441911,0.595053
0.409585,0.155652
0.216112,0.290142
0.841906,0.005861
0.328186,0.357875
0.521054,0.640663
0.192795,0.089185
0.317579,0.143734
0.732507,0.338583
0.493108,0.357693
0.393323,0.268461
0.382953,0.235747
0.454361,0.499185
0.290233,0.189128
0.048112,0.997465
0.650881,0.641621
0.389073,0.859116
0.441816,0.593134
0.631902,0.707876
0.700533,0.37531
0.4789,0.518681
0.183098,0.474545
0.126926,0.679021
0.065545,0.660422
0.807792,0.09401
0.009654,0.677042
0.197795,0.251772
0.944038,0.147562
0.436208,0.355083
0.157671,0.24904
0.703739,0.315213
0.84193,0.381645
0.486229,0.745969
0.715334,0.104794
0.396987,0.105701
0.271848,0.771715
0.054659,0.447488
0.972844,0.055509
0.508339,0.748889
0.641733,0.30906
0.678591,0.682521
0.121108,0.037107
0.062972,0.50252
0.626675,0.462292
0.031744,0.732976
0.666947,0.197779
0.529712,0.586594
0.56669,0.172482
0.142397,0.464485
0.385765,0.788141
0.076566,0.212836
0.162154,0.170487
0.215191,0.48405
0.905755,0.060392
0.696362,0.529624
0.469326,0.294206
0.659356,0.27082
0.450311,0.145361
0.697605,0.063927
0.670576,0.056076
0.105357,0.190465
0.188978,0.392122
0.833165,0.214354
0.284597,0.150103
0.835017,0.415176
0.245079,0.556124
0.302802,0.226027
0.067761,0.918591
0.703314,0.160089
0.390632,0.095157
0.284813,0.443413
0.40121,0.823182
0.23645,0.496631
0.466624,0.463043
0.546797,0.372364
0.626654,0.058447
0.122322,0.487344
0.595639,0.283384
0.050704,0.746818
0.167535,0.819219
0.320515,0.636142
0.273458,0.338408
0.565841,0.76286
0.082304,0.554657
0.389905,0.187049
0.169428,0.181803
0.470191,0.785768
0.341495,0.899916
0.307103,0.834802
0.762373,0.124738
0.041762,0.674597
0.617341,0.457868
0.258492,0.808342
0.083842,0.625777
0.85517,0.35128
0.068951,0.057242
0.284939,0.190087
0.12067,0.801546
0.337527,0.59212
0.168626,0.809116
0.318267,0.01121
0.039508,0.267611
0.159154,0.212823
0.534691,0.510385
0.021643,0.370264
0.072279,0.484536
0.045245,0.064507
0.781041,0.417076
0.044651,0.230717
0.852955,0.293974
0.325545,0.795934
0.459055,0.690994
0.301481,0.687615
0.523518,0.016169
0.720401,0.481499
0.264982,0.344075
0.111932,0.070662
0.783431,0.246044
0.746549,0.370913
0.94091,0.236656
0.195801,0.209709
0.053768,0.882357
0.221749,0.576108
0.295853,0.741956
0.07094,0.944317
0.410656,0.256828
0.692556,0.061718
0.08899,0.065098
0.056666,0.548662
0.259272,0.737843
0.496449,0.299
0.159526,0.072914
0.807349,0.418534
0.853965,0.397178
0.518964,0.522475
0.927788,0.141542
0.217737,0.202884
0.548378,0.698346
0.351088,0.324997
0.495768,0.324569
0.727162,0.063058
0.207662,0.871054
0.569485,0.539051
0.427754,0.122843
0.601571,0.313897
0.590007,0.273666
0.432623,0.213337
0.34566,0.222696
0.058885,0.333204
0.340035,0.508723
0.433253,0.046866
0.592534,0.132817
0.857055,0.141064
0.964668,0.18832
0.16624,0.554501
0.094997,0.861023
0.017874,0.399637
0.219817,0.033809
0.58594,0.55673
0.297436,0.356213
0.40085,0.113706
0.697293,0.230263
0.258854,0.484991
0.481541,0.518398
0.778554,0.571873
0.801542,0.362051
0.155923,0.448591
0.307844,0.573256
0.29981,0.935641
0.479248,0.26281
0.79671,0.221387
0.543615,0.345939
0.546858,0.586818
0.680071,0.085471
0.614905,0.398194
0.745264,0.043763
0.371645,0.68399
0.283632,0.126402
0.201714,0.125452
0.182304,0.731126
0.113955,0.015835
0.545116,0.215871
0.296076,0.163297
0.027246,0.083927
0.339554,0.428065
0.393324,0.704709
0.062029,0.91635
0.394782,0.719504
0.137577,0.657217
0.051814,0.899247
0.410676,0.005784
0.365686,0.824876
0.664996,0.228888
0.08576,0.691081
0.010871,0.61918
0.480616,0.565212
0.040826,0.933362
0.833177,0.082465
0.097008,0.357704
0.612705,0.341547
0.605315,0.101476
0.312464,0.5189
0.470601,0.20954
0.262245,0.896283
0.013794,0.2232
0.683152,0.243383
0.450069,0.262304
0.686243,0.17941
0.3096,0.776723
0.79108,0.006497
0.324245,0.185485
0.48935,0.528522
0.427813,0.026935
0.001043,0.512958
0.467085,0.68031
0.11811,0.60047
0.17196,0.31182
0.103424,0.478836
0.744906,0.419235
0.47478,0.619421
0.236097,0.729711
0.876824,0.023301
0.614489,0.675689
0.261132,0.616172
0.231185,0.53621
0.149263,0.560281
0.254594,0.176699
0.696403,0.436482
0.06758,0.592564
0.482025,0.515041
0.648132,0.649752
0.515886,0.618621
0.422833,0.1318
0.218642,0.923864
0.583502,0.648973
0.07764,0.888038
0.276711,0.185851
0.31565,0.878552
0.326826,0.685397
0.001356,0.79066
0.766188,0.295777
0.545853,0.284639
0.055665,0.555632
0.471734,0.819092
0.432143,0.577324
0.827035,0.479542
0.105278,0.40997
0.208412,0.728729
0.574889,0.269552
0.847134,0.428841
0.583107,0.069961
0.537199,0.543767
0.772814,0.184818
0.991821,0.071465
0.79395,0.203281
0.269827,0.558162
0.015351,0.335689
0.804039,0.514144
0.500439,0.533837
0.098145,0.932624
0.327311,0.006343
0.189958,0.453927
0.270663,0.490793
0.510447,0.219066
0.116494,0.152454
0.653228,0.348175
0.476069,0.038948
0.170732,0.801351
0.667968,0.707485
0.549894,0.211546
0.620653,0.420461
0.347821,0.67702
0.749546,0.416466
0.259952,0.474307
0.609518,0.413317
0.640395,0.628624
0.263585,0.844403
0.813457,0.376506
0.566816,0.688628
0.701536,0.160694
0.845153,0.507218
0.351102,0.889196
0.418657,0.454545
0.116338,0.013618
0.635366,0.493037
0.868933,0.118577
0.41692,0.135205
0.107389,0.139987
0.282228,0.411275
0.721326,0.218914
0.75705,0.524951
0.460736,0.261339
0.124044,0.087402
0.066788,0.769695
0.603585,0.796257
0.124734,0.379799
0.413597,0.681532
0.349487,0.710125
0.26037,0.486153
0.227287,0.536358
0.643679,0.508131
0.349182,0.813521
0.670171,0.136435
0.064204,0.968456
0.355196,0.105949
0.331958,0.402188
0.708475,0.465455
0.947143,0.248666
0.132468,0.019091
0.87627,0.35928
0.129376,0.330308
0.655366,0.72082
0.433256,0.838445
0.775452,0.320909
0.352771,0.620068
0.622239,0.360939
0.144423,0.277149
0.17215,0.193341
0.952809,0.121213
0.466684,0.045734
0.340959,0.249608
0.115869,0.394038
0.979222,0.076475
0.447413,0.627593
0.52779,0.143716
0.640245,0.375672
0.608341,0.334192
0.831009,0.393879
0.081799,0.178096
0.431289,0.164252
0.843561,0.405828
0.88554,0.424204
0.167281,0.506339
0.707262,0.306408
0.025699,0.008522
0.321447,0.47612
0.895514,0.347341
0.065366,0.885668
0.606566,0.714883
0.200629,0.846905
0.415901,0.771179
0.440524,0.680963
0.599716,0.619429
0.551247,0.265713
0.668378,0.675436
0.29075,0.955444
0.399951,0.138704
0.733476,0.511882
0.594185,0.643792
0.381633,0.398522
0.117598,0.233167
0.456987,0.101584
0.047717,0.918699
0.54831,0.626688
0.589083,0.280587
0.129203,0.72716
0.211814,0.300274
0.612381,0.430396
0.155097,0.211481
0.641092,0.755148
0.419519,0.58117
0.754048,0.534498
0.169825,0.772225
0.365728,0.500193
0.219919,0.891808
0.061279,0.42724
0.690478,0.702302
0.481092,0.677826
0.287295,0.189455
0.553439,0.46042
0.133342,0.408864
0.104056,0.031442
0.365914,0.750022
0.542079,0.594184
0.421531,0.150489
0.895233,0.104171
0.690401,0.28679
0.21066,0.230579
0.758131,0.55612
0.716832,0.511711
0.816184,0.512781
0.441545,0.680638
0.097171,0.901077
0.042488,0.148151
0.326633,0.447273
0.550329,0.686621
0.686131,0.687196
0.390661,0.341397
0.824689,0.351083
0.643139,0.594972
0.452312,0.591175
0.237082,0.959551
0.272503,0.52163
0.138226,0.180077
0.457087,0.585964
0.311648,0.763461
0.674231,0.630905
